original_title,budget,release_date,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Fantasy,Science_Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV,overview
Spider-Man 2,200000000.0,2004-06-25,783766341.0,127.0,6.7,4321,"['Tobey', 'Maguire', 'Kirsten', 'Dunst', 'James', 'Franco', 'Alfred', 'Molina', 'Rosemary', 'Harris']",Sam Raimi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['peter', 'parker', 'is', 'going', 'through', 'a', 'major', 'identity', 'crisis', 'burned', 'out', 'from', 'being', 'spider', 'man', 'he', 'decides', 'to', 'shelve', 'his', 'superhero', 'alter', 'ego', 'which', 'leaf', 'the', 'city', 'suffering', 'in', 'the', 'wake', 'of', 'carnage', 'left', 'by', 'the', 'evil', 'doc', 'ock', 'in', 'the', 'meantime', 'parker', 'still', 'can', 't', 'act', 'on', 'his', 'feeling', 'for', 'mary', 'jane', 'watson', 'a', 'girl', 'he', 's', 'loved', 'since', 'childhood']"
Iron Man 3,200000000.0,2013-04-18,1215439994.0,130.0,6.8,8806,"['Robert', 'Downey', 'Jr', 'Gwyneth', 'Paltrow', 'Don', 'Cheadle', 'Guy', 'Pearce', 'Rebecca', 'Hall']",Shane Black,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['when', 'tony', 'stark', 's', 'world', 'is', 'torn', 'apart', 'by', 'a', 'formidable', 'terrorist', 'called', 'the', 'mandarin', 'he', 'start', 'an', 'odyssey', 'of', 'rebuilding', 'and', 'retribution']"
Alice in Wonderland,200000000.0,2010-03-03,1025491110.0,108.0,6.4,4645,"['Mia', 'Wasikowska', 'Johnny', 'Depp', 'Anne', 'Hathaway', 'Helena', 'Bonham', 'Carter', 'Crispin', 'Glover']",Tim Burton,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['alice', 'an', 'unpretentious', 'and', 'individual', '19', 'year', 'old', 'is', 'betrothed', 'to', 'a', 'dunce', 'of', 'an', 'english', 'nobleman', 'at', 'her', 'engagement', 'party', 'she', 'escape', 'the', 'crowd', 'to', 'consider', 'whether', 'to', 'go', 'through', 'with', 'the', 'marriage', 'and', 'fall', 'down', 'a', 'hole', 'in', 'the', 'garden', 'after', 'spotting', 'an', 'unusual', 'rabbit', 'arriving', 'in', 'a', 'strange', 'and', 'surreal', 'place', 'called', 'underland', 'she', 'find', 'herself', 'in', 'a', 'world', 'that', 'resembles', 'the', 'nightmare', 'she', 'had', 'a', 'a', 'child', 'filled', 'with', 'talking', 'animal', 'villainous', 'queen', 'and', 'knight', 'and', 'frumious', 'bandersnatches', 'alice', 'realizes', 'that', 'she', 'is', 'there', 'for', 'a', 'reason', 'to', 'conquer', 'the', 'horrific', 'jabberwocky', 'and', 'restore', 'the', 'rightful', 'queen', 'to', 'her', 'throne']"
X-Men: The Last Stand,210000000.0,2006-05-24,459359555.0,104.0,6.3,3525,"['Hugh', 'Jackman', 'Halle', 'Berry', 'Ian', 'McKellen', 'Patrick', 'Stewart', 'Famke', 'Janssen']",Brett Ratner,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['when', 'a', 'cure', 'is', 'found', 'to', 'treat', 'mutation', 'line', 'are', 'drawn', 'amongst', 'the', 'x', 'men', 'and', 'the', 'brotherhood', 'a', 'band', 'of', 'powerful', 'mutant', 'organized', 'under', 'xavier', 's', 'former', 'ally', 'magneto']"
Monsters University,200000000.0,2013-06-20,743559607.0,104.0,7.0,3528,"['Billy', 'Crystal', 'John', 'Goodman', 'Steve', 'Buscemi', 'Helen', 'Mirren', 'Noah', 'Johnston']",Dan Scanlon,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"['a', 'look', 'at', 'the', 'relationship', 'between', 'mike', 'and', 'sulley', 'during', 'their', 'day', 'at', 'monster', 'university', 'when', 'they', 'weren', 't', 'necessarily', 'the', 'best', 'of', 'friend']"
Transformers: Revenge of the Fallen,150000000.0,2009-06-19,836297228.0,150.0,6.0,3138,"['Shia', 'LaBeouf', 'Megan', 'Fox', 'Josh', 'Duhamel', 'Rainn', 'Wilson', 'Tyrese', 'Gibson']",Michael Bay,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sam', 'witwicky', 'leaf', 'the', 'autobots', 'behind', 'for', 'a', 'normal', 'life', 'but', 'when', 'his', 'mind', 'is', 'filled', 'with', 'cryptic', 'symbol', 'the', 'decepticons', 'target', 'him', 'and', 'he', 'is', 'dragged', 'back', 'into', 'the', 'transformer', 'war']"
Transformers: Age of Extinction,210000000.0,2014-06-25,1091405097.0,165.0,5.8,3095,"['Mark', 'Wahlberg', 'Stanley', 'Tucci', 'Kelsey', 'Grammer', 'Nicola', 'Peltz', 'Jack', 'Reynor']",Michael Bay,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'humanity', 'pick', 'up', 'the', 'piece', 'following', 'the', 'conclusion', 'of', 'transformer', 'dark', 'of', 'the', 'moon', 'autobots', 'and', 'decepticons', 'have', 'all', 'but', 'vanished', 'from', 'the', 'face', 'of', 'the', 'planet', 'however', 'a', 'group', 'of', 'powerful', 'ingenious', 'businessman', 'and', 'scientist', 'attempt', 'to', 'learn', 'from', 'past', 'transformer', 'incursion', 'and', 'push', 'the', 'boundary', 'of', 'technology', 'beyond', 'what', 'they', 'can', 'control', 'all', 'while', 'an', 'ancient', 'powerful', 'transformer', 'menace', 'set', 'earth', 'in', 'his', 'cross', 'hair']"
Oz: The Great and Powerful,200000000.0,2013-03-07,491868548.0,130.0,5.7,3530,"['James', 'Franco', 'Mila', 'Kunis', 'Rachel', 'Weisz', 'Michelle', 'Williams', 'Zach', 'Braff']",Sam Raimi,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['oscar', 'diggs', 'a', 'small', 'time', 'circus', 'illusionist', 'and', 'con', 'artist', 'is', 'whisked', 'from', 'kansa', 'to', 'the', 'land', 'of', 'oz', 'where', 'the', 'inhabitant', 'assume', 'he', 's', 'the', 'great', 'wizard', 'of', 'prophecy', 'there', 'to', 'save', 'oz', 'from', 'the', 'clutch', 'of', 'evil']"
The Amazing Spider-Man 2,200000000.0,2014-04-16,705717432.0,142.0,6.5,4179,"['Andrew', 'Garfield', 'Emma', 'Stone', 'Jamie', 'Foxx', 'Dane', 'DeHaan', 'Campbell', 'Scott']",Marc Webb,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['for', 'peter', 'parker', 'life', 'is', 'busy', 'between', 'taking', 'out', 'the', 'bad', 'guy', 'a', 'spider', 'man', 'and', 'spending', 'time', 'with', 'the', 'person', 'he', 'love', 'gwen', 'stacy', 'high', 'school', 'graduation', 'cannot', 'come', 'quickly', 'enough', 'peter', 'ha', 'not', 'forgotten', 'about', 'the', 'promise', 'he', 'made', 'to', 'gwen', 's', 'father', 'to', 'protect', 'her', 'by', 'staying', 'away', 'but', 'that', 'is', 'a', 'promise', 'he', 'cannot', 'keep', 'thing', 'will', 'change', 'for', 'peter', 'when', 'a', 'new', 'villain', 'electro', 'emerges', 'an', 'old', 'friend', 'harry', 'osborn', 'return', 'and', 'peter', 'uncovers', 'new', 'clue', 'about', 'his', 'past']"
TRON: Legacy,170000000.0,2010-12-10,400062763.0,125.0,6.3,2841,"['Garrett', 'Hedlund', 'Jeff', 'Bridges', 'Olivia', 'Wilde', 'Bruce', 'Boxleitner', 'Yaya', 'DaCosta']",Joseph Kosinski,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sam', 'flynn', 'the', 'tech', 'savvy', 'and', 'daring', 'son', 'of', 'kevin', 'flynn', 'investigates', 'his', 'father', 's', 'disappearance', 'and', 'is', 'pulled', 'into', 'the', 'grid', 'with', 'the', 'help', 'of', 'a', 'mysterious', 'program', 'named', 'quorra', 'sam', 'quest', 'to', 'stop', 'evil', 'dictator', 'clu', 'from', 'crossing', 'into', 'the', 'real', 'world']"
Cars 2,200000000.0,2011-06-11,559852396.0,106.0,5.8,2033,"['Owen', 'Wilson', 'Larry', 'the', 'Cable', 'Guy', 'Michael', 'Caine', 'Emily', 'Mortimer', 'John', 'Turturro']",John Lasseter,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"['star', 'race', 'car', 'lightning', 'mcqueen', 'and', 'his', 'pal', 'mater', 'head', 'overseas', 'to', 'compete', 'in', 'the', 'world', 'grand', 'prix', 'race', 'but', 'the', 'road', 'to', 'the', 'championship', 'becomes', 'rocky', 'a', 'mater', 'get', 'caught', 'up', 'in', 'an', 'intriguing', 'adventure', 'of', 'his', 'own', 'international', 'espionage']"
Green Lantern,200000000.0,2011-06-16,219851172.0,114.0,5.1,2487,"['Ryan', 'Reynolds', 'Blake', 'Lively', 'Peter', 'Sarsgaard', 'Tim', 'Robbins', 'Mark', 'Strong']",Martin Campbell,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['for', 'century', 'a', 'small', 'but', 'powerful', 'force', 'of', 'warrior', 'called', 'the', 'green', 'lantern', 'corp', 'ha', 'sworn', 'to', 'keep', 'intergalactic', 'order', 'each', 'green', 'lantern', 'wear', 'a', 'ring', 'that', 'grant', 'him', 'superpower', 'but', 'when', 'a', 'new', 'enemy', 'called', 'parallax', 'threatens', 'to', 'destroy', 'the', 'balance', 'of', 'power', 'in', 'the', 'universe', 'their', 'fate', 'and', 'the', 'fate', 'of', 'earth', 'lie', 'in', 'the', 'hand', 'of', 'the', 'first', 'human', 'ever', 'recruited']"
Toy Story 3,200000000.0,2010-06-16,1066969703.0,103.0,7.6,4597,"['Tom', 'Hanks', 'Tim', 'Allen', 'Ned', 'Beatty', 'Joan', 'Cusack', 'Michael', 'Keaton']",Lee Unkrich,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"['woody', 'buzz', 'and', 'the', 'rest', 'of', 'andy', 's', 'toy', 'haven', 't', 'been', 'played', 'with', 'in', 'year', 'with', 'andy', 'about', 'to', 'go', 'to', 'college', 'the', 'gang', 'find', 'themselves', 'accidentally', 'left', 'at', 'a', 'nefarious', 'day', 'care', 'center', 'the', 'toy', 'must', 'band', 'together', 'to', 'escape', 'and', 'return', 'home', 'to', 'andy']"
Terminator Salvation,200000000.0,2009-05-20,371353001.0,115.0,5.9,2463,"['Christian', 'Bale', 'Sam', 'Worthington', 'Anton', 'Yelchin', 'Moon', 'Bloodgood', 'Bryce', 'Dallas', 'Howard']",McG,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['all', 'grown', 'up', 'in', 'post', 'apocalyptic', '2018', 'john', 'connor', 'must', 'lead', 'the', 'resistance', 'of', 'human', 'against', 'the', 'increasingly', 'dominating', 'militaristic', 'robot', 'but', 'when', 'marcus', 'wright', 'appears', 'his', 'existence', 'confuses', 'the', 'mission', 'a', 'connor', 'try', 'to', 'determine', 'whether', 'wright', 'ha', 'come', 'from', 'the', 'future', 'or', 'the', 'past', 'and', 'whether', 'he', 's', 'friend', 'or', 'foe']"
Furious 7,190000000.0,2015-04-01,1506249360.0,137.0,7.3,4176,"['Vin', 'Diesel', 'Paul', 'Walker', 'Dwayne', 'Johnson', 'Michelle', 'Rodriguez', 'Tyrese', 'Gibson']",James Wan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['deckard', 'shaw', 'seek', 'revenge', 'against', 'dominic', 'toretto', 'and', 'his', 'family', 'for', 'his', 'comatose', 'brother']"
World War Z,200000000.0,2013-06-20,531865000.0,116.0,6.7,5560,"['Brad', 'Pitt', 'Mireille', 'Enos', 'Abigail', 'Hargrove', 'Sterling', 'Jerins', 'James', 'Badge', 'Dale']",Marc Forster,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['life', 'for', 'former', 'united', 'nation', 'investigator', 'gerry', 'lane', 'and', 'his', 'family', 'seems', 'content', 'suddenly', 'the', 'world', 'is', 'plagued', 'by', 'a', 'mysterious', 'infection', 'turning', 'whole', 'human', 'population', 'into', 'rampaging', 'mindless', 'zombie', 'after', 'barely', 'escaping', 'the', 'chaos', 'lane', 'is', 'persuaded', 'to', 'go', 'on', 'a', 'mission', 'to', 'investigate', 'this', 'disease', 'what', 'follows', 'is', 'a', 'perilous', 'trek', 'around', 'the', 'world', 'where', 'lane', 'must', 'brave', 'horrific', 'danger', 'and', 'long', 'odds', 'to', 'find', 'answer', 'before', 'human', 'civilization', 'fall']"
X-Men: Days of Future Past,250000000.0,2014-05-15,747862775.0,131.0,7.5,6032,"['Hugh', 'Jackman', 'James', 'McAvoy', 'Michael', 'Fassbender', 'Jennifer', 'Lawrence', 'Halle', 'Berry']",Bryan Singer,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['the', 'ultimate', 'x', 'men', 'ensemble', 'fight', 'a', 'war', 'for', 'the', 'survival', 'of', 'the', 'specie', 'across', 'two', 'time', 'period', 'a', 'they', 'join', 'force', 'with', 'their', 'younger', 'self', 'in', 'an', 'epic', 'battle', 'that', 'must', 'change', 'the', 'past', 'to', 'save', 'our', 'future']"
Star Trek Into Darkness,190000000.0,2013-05-05,467365246.0,132.0,7.4,4418,"['Chris', 'Pine', 'Zachary', 'Quinto', 'Zoe', 'Saldana', 'Karl', 'Urban', 'Simon', 'Pegg']",J.J. Abrams,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['when', 'the', 'crew', 'of', 'the', 'enterprise', 'is', 'called', 'back', 'home', 'they', 'find', 'an', 'unstoppable', 'force', 'of', 'terror', 'from', 'within', 'their', 'own', 'organization', 'ha', 'detonated', 'the', 'fleet', 'and', 'everything', 'it', 'stand', 'for', 'leaving', 'our', 'world', 'in', 'a', 'state', 'of', 'crisis', 'with', 'a', 'personal', 'score', 'to', 'settle', 'captain', 'kirk', 'lead', 'a', 'manhunt', 'to', 'a', 'war', 'zone', 'world', 'to', 'capture', 'a', 'one', 'man', 'weapon', 'of', 'mass', 'destruction', 'a', 'our', 'hero', 'are', 'propelled', 'into', 'an', 'epic', 'chess', 'game', 'of', 'life', 'and', 'death', 'love', 'will', 'be', 'challenged', 'friendship', 'will', 'be', 'torn', 'apart', 'and', 'sacrifice', 'must', 'be', 'made', 'for', 'the', 'only', 'family', 'kirk', 'ha', 'left', 'his', 'crew']"
Jack the Giant Slayer,195000000.0,2013-02-27,197687603.0,114.0,5.5,2598,"['Nicholas', 'Hoult', 'Eleanor', 'Tomlinson', 'Ewan', 'McGregor', 'Stanley', 'Tucci', 'Ian', 'McShane']",Bryan Singer,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['the', 'story', 'of', 'an', 'ancient', 'war', 'that', 'is', 'reignited', 'when', 'a', 'young', 'farmhand', 'unwittingly', 'open', 'a', 'gateway', 'between', 'our', 'world', 'and', 'a', 'fearsome', 'race', 'of', 'giant', 'unleashed', 'on', 'the', 'earth', 'for', 'the', 'first', 'time', 'in', 'century', 'the', 'giant', 'strive', 'to', 'reclaim', 'the', 'land', 'they', 'once', 'lost', 'forcing', 'the', 'young', 'man', 'jack', 'into', 'the', 'battle', 'of', 'his', 'life', 'to', 'stop', 'them', 'fighting', 'for', 'a', 'kingdom', 'it', 'people', 'and', 'the', 'love', 'of', 'a', 'brave', 'princess', 'he', 'come', 'face', 'to', 'face', 'with', 'the', 'unstoppable', 'warrior', 'he', 'thought', 'only', 'existed', 'in', 'legend', 'and', 'get', 'the', 'chance', 'to', 'become', 'a', 'legend', 'himself']"
The Great Gatsby,105000000.0,2013-05-10,351040419.0,143.0,7.3,3769,"['Leonardo', 'DiCaprio', 'Tobey', 'Maguire', 'Carey', 'Mulligan', 'Joel', 'Edgerton', 'Elizabeth', 'Debicki']",Baz Luhrmann,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['an', 'adaptation', 'of', 'f', 'scott', 'fitzgerald', 's', 'long', 'island', 'set', 'novel', 'where', 'midwesterner', 'nick', 'carraway', 'is', 'lured', 'into', 'the', 'lavish', 'world', 'of', 'his', 'neighbor', 'jay', 'gatsby', 'soon', 'enough', 'however', 'carraway', 'will', 'see', 'through', 'the', 'crack', 'of', 'gatsby', 's', 'nouveau', 'riche', 'existence', 'where', 'obsession', 'madness', 'and', 'tragedy', 'await']"
Prince of Persia: The Sands of Time,150000000.0,2010-05-19,335154643.0,116.0,6.2,2317,"['Jake', 'Gyllenhaal', 'Gemma', 'Arterton', 'Ben', 'Kingsley', 'Alfred', 'Molina', 'Steve', 'Toussaint']",Mike Newell,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['a', 'rogue', 'prince', 'reluctantly', 'join', 'force', 'with', 'a', 'mysterious', 'princess', 'and', 'together', 'they', 'race', 'against', 'dark', 'force', 'to', 'safeguard', 'an', 'ancient', 'dagger', 'capable', 'of', 'releasing', 'the', 'sand', 'of', 'time', 'gift', 'from', 'the', 'god', 'that', 'can', 'reverse', 'time', 'and', 'allow', 'it', 'possessor', 'to', 'rule', 'the', 'world']"
Pacific Rim,180000000.0,2013-07-11,407602906.0,131.0,6.7,4794,"['Idris', 'Elba', 'Charlie', 'Hunnam', 'Charlie', 'Day', 'Ron', 'Perlman', 'Burn', 'Gorman']",Guillermo del Toro,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['when', 'legion', 'of', 'monstrous', 'creature', 'known', 'a', 'kaiju', 'started', 'rising', 'from', 'the', 'sea', 'a', 'war', 'began', 'that', 'would', 'take', 'million', 'of', 'life', 'and', 'consume', 'humanity', 's', 'resource', 'for', 'year', 'on', 'end', 'to', 'combat', 'the', 'giant', 'kaiju', 'a', 'special', 'type', 'of', 'weapon', 'wa', 'devised', 'massive', 'robot', 'called', 'jaeger', 'which', 'are', 'controlled', 'simultaneously', 'by', 'two', 'pilot', 'whose', 'mind', 'are', 'locked', 'in', 'a', 'neural', 'bridge', 'but', 'even', 'the', 'jaeger', 'are', 'proving', 'nearly', 'defenseless', 'in', 'the', 'face', 'of', 'the', 'relentless', 'kaiju', 'on', 'the', 'verge', 'of', 'defeat', 'the', 'force', 'defending', 'mankind', 'have', 'no', 'choice', 'but', 'to', 'turn', 'to', 'two', 'unlikely', 'hero', 'a', 'washed', 'up', 'former', 'pilot', 'charlie', 'hunnam', 'and', 'an', 'untested', 'trainee', 'rinko', 'kikuchi', 'who', 'are', 'teamed', 'to', 'drive', 'a', 'legendary', 'but', 'seemingly', 'obsolete', 'jaeger', 'from', 'the', 'past', 'together', 'they', 'stand', 'a', 'mankind', 's', 'last', 'hope', 'against', 'the', 'mounting', 'apocalypse']"
Transformers: Dark of the Moon,195000000.0,2011-06-28,1123746996.0,154.0,6.1,3299,"['Shia', 'LaBeouf', 'John', 'Malkovich', 'Ken', 'Jeong', 'Frances', 'McDormand', 'Josh', 'Duhamel']",Michael Bay,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sam', 'witwicky', 'take', 'his', 'first', 'tenuous', 'step', 'into', 'adulthood', 'while', 'remaining', 'a', 'reluctant', 'human', 'ally', 'of', 'autobot', 'leader', 'optimus', 'prime', 'the', 'film', 'center', 'around', 'the', 'space', 'race', 'between', 'the', 'ussr', 'and', 'the', 'usa', 'suggesting', 'there', 'wa', 'a', 'hidden', 'transformer', 'role', 'in', 'it', 'all', 'that', 'remains', 'one', 'of', 'the', 'planet', 's', 'most', 'dangerous', 'secret']"
Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,2008-05-21,786636033.0,122.0,5.7,2495,"['Harrison', 'Ford', 'Cate', 'Blanchett', 'Shia', 'LaBeouf', 'Ray', 'Winstone', 'Karen', 'Allen']",Steven Spielberg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['set', 'during', 'the', 'cold', 'war', 'the', 'soviet', 'led', 'by', 'sword', 'wielding', 'irina', 'spalko', 'are', 'in', 'search', 'of', 'a', 'crystal', 'skull', 'which', 'ha', 'supernatural', 'power', 'related', 'to', 'a', 'mystical', 'lost', 'city', 'of', 'gold', 'after', 'being', 'captured', 'and', 'then', 'escaping', 'from', 'them', 'indy', 'is', 'coerced', 'to', 'head', 'to', 'peru', 'at', 'the', 'behest', 'of', 'a', 'young', 'man', 'whose', 'friend', 'and', 'indy', 's', 'colleague', 'professor', 'oxley', 'ha', 'been', 'captured', 'for', 'his', 'knowledge', 'of', 'the', 'skull', 's', 'whereabouts']"
The Good Dinosaur,175000000.0,2015-11-14,331926147.0,93.0,6.6,1736,"['Raymond', 'Ochoa', 'Jack', 'Bright', 'Jeffrey', 'Wright', 'Frances', 'McDormand', 'Maleah', 'NipayPadilla']",Peter Sohn,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"['an', 'epic', 'journey', 'into', 'the', 'world', 'of', 'dinosaur', 'where', 'an', 'apatosaurus', 'named', 'arlo', 'make', 'an', 'unlikely', 'human', 'friend']"
Brave,185000000.0,2012-06-21,538983207.0,93.0,6.7,4641,"['Kelly', 'Macdonald', 'Julie', 'Walters', 'Billy', 'Connolly', 'Emma', 'Thompson', 'Kevin', 'McKidd']",Brenda Chapman,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"['brave', 'is', 'set', 'in', 'the', 'mystical', 'scottish', 'highland', 'where', 'mérida', 'is', 'the', 'princess', 'of', 'a', 'kingdom', 'ruled', 'by', 'king', 'fergus', 'and', 'queen', 'elinor', 'an', 'unruly', 'daughter', 'and', 'an', 'accomplished', 'archer', 'mérida', 'one', 'day', 'defies', 'a', 'sacred', 'custom', 'of', 'the', 'land', 'and', 'inadvertently', 'brings', 'turmoil', 'to', 'the', 'kingdom', 'in', 'an', 'attempt', 'to', 'set', 'thing', 'right', 'mérida', 'seek', 'out', 'an', 'eccentric', 'old', 'wise', 'woman', 'and', 'is', 'granted', 'an', 'ill', 'fated', 'wish', 'also', 'figuring', 'into', 'mérida', 's', 'quest', 'and', 'serving', 'a', 'comic', 'relief', 'are', 'the', 'kingdom', 's', 'three', 'lord', 'the', 'enormous', 'lord', 'macguffin', 'the', 'surly', 'lord', 'macintosh', 'and', 'the', 'disagreeable', 'lord', 'dingwall']"
Star Trek Beyond,185000000.0,2016-07-07,343471816.0,122.0,6.6,2568,"['Chris', 'Pine', 'Zachary', 'Quinto', 'Karl', 'Urban', 'Simon', 'Pegg', 'Zoe', 'Saldana']",Justin Lin,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['the', 'us', 'enterprise', 'crew', 'explores', 'the', 'furthest', 'reach', 'of', 'uncharted', 'space', 'where', 'they', 'encounter', 'a', 'mysterious', 'new', 'enemy', 'who', 'put', 'them', 'and', 'everything', 'the', 'federation', 'stand', 'for', 'to', 'the', 'test']"
WALL·E,180000000.0,2008-06-22,521311860.0,98.0,7.8,6296,"['Ben', 'Burtt', 'Elissa', 'Knight', 'Jeff', 'Garlin', 'Fred', 'Willard', 'John', 'Ratzenberger']",Andrew Stanton,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"['wall', 'e', 'is', 'the', 'last', 'robot', 'left', 'on', 'an', 'earth', 'that', 'ha', 'been', 'overrun', 'with', 'garbage', 'and', 'all', 'human', 'have', 'fled', 'to', 'outer', 'space', 'for', '700', 'year', 'he', 'ha', 'continued', 'to', 'try', 'and', 'clean', 'up', 'the', 'mess', 'but', 'ha', 'developed', 'some', 'rather', 'interesting', 'human', 'like', 'quality', 'when', 'a', 'ship', 'arrives', 'with', 'a', 'sleek', 'new', 'type', 'of', 'robot', 'wall', 'e', 'think', 'he', 's', 'finally', 'found', 'a', 'friend', 'and', 'stows', 'away', 'on', 'the', 'ship', 'when', 'it', 'leaf']"
Rush Hour 3,140000000.0,2007-08-08,258022233.0,91.0,6.1,783,"['Chris', 'Tucker', 'Jackie', 'Chan', 'Hiroyuki', 'Sanada', 'Max', 'von', 'Sydow', 'Yvan', 'Attal']",Brett Ratner,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"['after', 'an', 'attempted', 'assassination', 'on', 'ambassador', 'han', 'inspector', 'lee', 'and', 'detective', 'carter', 'are', 'back', 'in', 'action', 'a', 'they', 'head', 'to', 'paris', 'to', 'protect', 'a', 'french', 'woman', 'with', 'knowledge', 'of', 'the', 'triad', 'secret', 'leader', 'lee', 'also', 'hold', 'secret', 'meeting', 'with', 'a', 'united', 'nation', 'authority', 'but', 'his', 'personal', 'struggle', 'with', 'a', 'chinese', 'criminal', 'mastermind', 'named', 'kenji', 'which', 'reveals', 'that', 'it', 's', 'lee', 's', 'long', 'lost', 'brother']"
2012,200000000.0,2009-10-10,769653595.0,158.0,5.6,4903,"['John', 'Cusack', 'Amanda', 'Peet', 'Chiwetel', 'Ejiofor', 'Thandie', 'Newton', 'Oliver', 'Platt']",Roland Emmerich,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['dr', 'adrian', 'helmsley', 'part', 'of', 'a', 'worldwide', 'geophysical', 'team', 'investigating', 'the', 'effect', 'on', 'the', 'earth', 'of', 'radiation', 'from', 'unprecedented', 'solar', 'storm', 'learns', 'that', 'the', 'earth', 's', 'core', 'is', 'heating', 'up', 'he', 'warns', 'u', 's', 'president', 'thomas', 'wilson', 'that', 'the', 'crust', 'of', 'the', 'earth', 'is', 'becoming', 'unstable', 'and', 'that', 'without', 'proper', 'preparation', 'for', 'saving', 'a', 'fraction', 'of', 'the', 'world', 's', 'population', 'the', 'entire', 'race', 'is', 'doomed', 'meanwhile', 'writer', 'jackson', 'curtis', 'stumble', 'on', 'the', 'same', 'information', 'while', 'the', 'world', 's', 'leader', 'race', 'to', 'build', 'ark', 'to', 'escape', 'the', 'impending', 'cataclysm', 'curtis', 'struggle', 'to', 'find', 'a', 'way', 'to', 'save', 'his', 'family', 'meanwhile', 'volcanic', 'eruption', 'and', 'earthquake', 'of', 'unprecedented', 'strength', 'wreak', 'havoc', 'around', 'the', 'world']"
